ID,SMILES_Prepared,Molecule_Prepared,SMILES,CatalogID,MW,LOGP,Rotating_bonds,HB_acceptors,HB_donors,index_ID,fp_similarity,aligned_mol,RMSD
,CN(CCCCOC(C)(C)C)c1nc(Nc2ccccc2)c2[nH]cnc2n1,<rdkit.Chem.rdchem.Mol object at 0x1648f5850>,CN(CCCCOC(C)(C)C)c1nc(Nc2ccccc2)c2[nH]cnc2n1,s_27____16619842____10803818,368.5,4.066517928666666,9,6,2,574,0.2909090909090909,<rdkit.Chem.rdchem.Mol object at 0x175235070>,4.744608875907575
,c1ccc(Nc2nc(N[C@H]3COC[C@@H]3N3CCOCC3)nc3[nH]cnc23)cc1,<rdkit.Chem.rdchem.Mol object at 0x1648f5930>,c1ccc(Nc2nc(N[C@H]3COC[C@@H]3N3CCOCC3)nc3nc[nH]c23)cc1,s_27____25557364____10803818,381.4,1.5481234069999996,5,8,3,590,0.2909090909090909,<rdkit.Chem.rdchem.Mol object at 0x175235000>,5.773568830310976
,CO[C@@H]1CCN(CCNc2nc(Nc3ccccc3)c3[nH]cnc3n2)C1,<rdkit.Chem.rdchem.Mol object at 0x1648f5a10>,COC1CCN(CCNc2nc(Nc3ccccc3)c3[nH]cnc3n2)C1,s_27____25525784____10803818,353.4,1.7668165276666663,7,7,3,601,0.2909090909090909,<rdkit.Chem.rdchem.Mol object at 0x175234f20>,4.880483092530664
,CN(CCNc1nc(Nc2ccccc2)c2[nH]cnc2n1)C[C@H]1CCCO1,<rdkit.Chem.rdchem.Mol object at 0x1648f5af0>,CN(CCNc1nc(Nc2ccccc2)c2[nH]cnc2n1)CC1CCCO1,s_27____25525140____10803818,367.5,2.284179198666666,8,7,3,608,0.2909090909090909,<rdkit.Chem.rdchem.Mol object at 0x175234eb0>,5.246618822706882
,c1ccc(Nc2nc(NC3CCN(C[C@@H]4CCCO4)CC3)nc3[nH]cnc23)cc1,<rdkit.Chem.rdchem.Mol object at 0x1648f5bd0>,c1ccc(Nc2nc(NC3CCN(CC4CCCO4)CC3)nc3nc[nH]c23)cc1,s_27____730818____10803818,393.5,2.292340803333333,6,7,3,614,0.2909090909090909,<rdkit.Chem.rdchem.Mol object at 0x175234d60>,5.249568030452234
,c1ccc(Nc2nc(N[C@@H]3CCCC[C@@H]3N3CCOCC3)nc3[nH]cnc23)cc1,<rdkit.Chem.rdchem.Mol object at 0x1648f5cb0>,c1ccc(Nc2nc(NC3CCCCC3N3CCOCC3)nc3nc[nH]c23)cc1,s_27____7142080____10803818,393.5,3.0615586553333323,5,7,3,210,0.2909090909090909,<rdkit.Chem.rdchem.Mol object at 0x175234e40>,5.449439209034691
,c1ccc(Nc2nc(NCC3(N4CCOCC4)CCCCC3)nc3[nH]cnc23)cc1,<rdkit.Chem.rdchem.Mol object at 0x1648f5e00>,c1ccc(Nc2nc(NCC3(N4CCOCC4)CCCCC3)nc3nc[nH]c23)cc1,s_27____61908____10803818,407.5,3.370128964,6,7,3,201,0.2909090909090909,<rdkit.Chem.rdchem.Mol object at 0x175234dd0>,4.862518466559228
,COCCN1CC[C@H](Nc2nc(Nc3ccccc3)c3[nH]cnc3n2)C1,<rdkit.Chem.rdchem.Mol object at 0x1648f5ee0>,COCCN1CCC(Nc2nc(Nc3ccccc3)c3[nH]cnc3n2)C1,s_27____4146658____10803818,353.4,1.7668165276666663,7,7,3,640,0.2909090909090909,<rdkit.Chem.rdchem.Mol object at 0x175234cf0>,5.3716878336336205
,C[C@H]1CN(CCCNc2nc(Nc3ccccc3)c3[nH]cnc3n2)CCCO1,<rdkit.Chem.rdchem.Mol object at 0x1648f5fc0>,CC1CN(CCCNc2nc(Nc3ccccc3)c3[nH]cnc3n2)CCCO1,s_27____9329926____10803818,381.5,2.183584221333333,7,7,3,196,0.2909090909090909,<rdkit.Chem.rdchem.Mol object at 0x175234c80>,5.200800208742509
,c1ccc(Nc2nc(NCCOC3CCNCC3)nc3[nH]cnc23)cc1,<rdkit.Chem.rdchem.Mol object at 0x1648f60a0>,c1ccc(Nc2nc(NCCOC3CCNCC3)nc3nc[nH]c23)cc1,s_270166____21476876____17625750,353.4,1.2712383585187423,7,7,4,665,0.2909090909090909,<rdkit.Chem.rdchem.Mol object at 0x175234c10>,4.922136726713073
,CC(C)(C)OCC1CCN(c2nc(Nc3ccccc3)c3[nH]cnc3n2)CC1,<rdkit.Chem.rdchem.Mol object at 0x1648f6180>,CC(C)(C)OCC1CCN(c2nc(Nc3ccccc3)c3[nH]cnc3n2)CC1,s_27____15732840____10803818,380.5,3.957957871999999,6,6,2,1134,0.2909090909090909,<rdkit.Chem.rdchem.Mol object at 0x175234ba0>,4.8707091835838785
,COCCCC1CCN(c2nc(Nc3ccccc3)c3[nH]cnc3n2)CC1,<rdkit.Chem.rdchem.Mol object at 0x1648f6260>,COCCCC1CCN(c2nc(Nc3ccccc3)c3[nH]cnc3n2)CC1,s_27____12056458____10803818,366.5,3.715181824333334,7,6,2,1413,0.2909090909090909,<rdkit.Chem.rdchem.Mol object at 0x175234b30>,5.15497401703276
,CC1(C)COC[C@H](Nc2nc(Nc3ccccc3)c3[nH]cnc3n2)CN1,<rdkit.Chem.rdchem.Mol object at 0x1648f6340>,CC1(C)COCC(Nc2nc(Nc3ccccc3)c3[nH]cnc3n2)CN1,s_270166____21616860____17625750,353.4,2.020960544333333,4,7,4,1348,0.2909090909090909,<rdkit.Chem.rdchem.Mol object at 0x175234ac0>,4.914883959497421
,C[C@@H]1CN([C@H](C)CNc2nc(Nc3ccccc3)c3[nH]cnc3n2)C[C@H](C)O1,<rdkit.Chem.rdchem.Mol object at 0x1648f6420>,CC(CNc1nc(Nc2ccccc2)c2[nH]cnc2n1)N1C[C@@H](C)O[C@@H](C)C1,s_27____11760332____10803818,381.5,2.8968147926666665,6,7,3,1337,0.2909090909090909,<rdkit.Chem.rdchem.Mol object at 0x175234a50>,5.109368416998473
,c1ccc(Nc2nc(N3CCO[C@@H](CC4CCCCC4)C3)nc3[nH]cnc23)cc1,<rdkit.Chem.rdchem.Mol object at 0x1648f6570>,c1ccc(Nc2nc(N3CCOC(CC4CCCCC4)C3)nc3nc[nH]c23)cc1,s_27____25525414____10803818,392.5,4.804376200999999,5,6,2,1302,0.2909090909090909,<rdkit.Chem.rdchem.Mol object at 0x175234970>,5.242744015232805
,c1ccc(Nc2nc(N3CCC(OCCN4CCCCC4)CC3)nc3[nH]cnc23)cc1,<rdkit.Chem.rdchem.Mol object at 0x1648f6650>,c1ccc(Nc2nc(N3CCC(OCCN4CCCCC4)CC3)nc3nc[nH]c23)cc1,s_27____6390122____10803818,421.5,3.312408129666665,7,7,2,1301,0.2909090909090909,<rdkit.Chem.rdchem.Mol object at 0x175234900>,4.45830219945619
,CCOCCCN1CC[C@@H](Nc2nc(Nc3ccccc3)c3[nH]cnc3n2)[C@@H](C)C1,<rdkit.Chem.rdchem.Mol object at 0x1648f6730>,CCOCCCN1CCC(Nc2nc(Nc3ccccc3)c3[nH]cnc3n2)C(C)C1,s_27____4974266____10803818,409.5,2.7228675196666656,9,7,3,1386,0.2909090909090909,<rdkit.Chem.rdchem.Mol object at 0x1752349e0>,6.23096844595476
,CN(C)C[C@H]1COC[C@@H]1Nc1nc(Nc2ccccc2)c2[nH]cnc2n1,<rdkit.Chem.rdchem.Mol object at 0x1648f6880>,CN(C)C[C@H]1COC[C@@H]1Nc1nc(Nc2ccccc2)c2[nH]cnc2n1,s_27____25557672____10803818,353.4,1.7606426333333327,6,7,3,1343,0.2909090909090909,<rdkit.Chem.rdchem.Mol object at 0x175234820>,5.303252580169352
,c1ccc(Nc2nc(N3CCC(CO[C@H]4CCNC4)CC3)nc3[nH]cnc23)cc1,<rdkit.Chem.rdchem.Mol object at 0x1648f6960>,c1ccc(Nc2nc(N3CCC(COC4CCNC4)CC3)nc3nc[nH]c23)cc1,s_270166____12344948____17625750,393.5,2.2342875783028044,6,7,3,1305,0.2909090909090909,<rdkit.Chem.rdchem.Mol object at 0x175234890>,5.140398444873374
,c1ccc(Nc2nc(NC[C@H]3CN[C@@H]4CCC[C@H]4O3)nc3[nH]cnc23)cc1,<rdkit.Chem.rdchem.Mol object at 0x1648f6a40>,c1ccc(Nc2nc(NC[C@H]3CN[C@@H]4CCC[C@H]4O3)nc3nc[nH]c23)cc1,s_270166____16921608____17625750,365.4,2.2937091229999993,5,7,4,1306,0.2909090909090909,<rdkit.Chem.rdchem.Mol object at 0x175234740>,5.08903489176904
,COCCN1CC[C@H](CNc2nc(Nc3ccccc3)c3[nH]cnc3n2)C1,<rdkit.Chem.rdchem.Mol object at 0x1648f6b90>,COCCN1CCC(CNc2nc(Nc3ccccc3)c3[nH]cnc3n2)C1,s_27____2206548____10803818,367.5,1.8843650773333325,8,7,3,52,0.2909090909090909,<rdkit.Chem.rdchem.Mol object at 0x1752347b0>,5.039250239527061
,COCCCN1CCC(Nc2nc(Nc3ccccc3)c3[nH]cnc3n2)CC1,<rdkit.Chem.rdchem.Mol object at 0x1648f6c70>,COCCCN1CCC(Nc2nc(Nc3ccccc3)c3[nH]cnc3n2)CC1,s_27____2833794____10803818,381.5,1.8867360056666664,8,7,3,1180,0.2909090909090909,<rdkit.Chem.rdchem.Mol object at 0x1752346d0>,5.96432060264843
,C[C@@H](CNc1nc(Nc2ccccc2)c2[nH]cnc2n1)CN1CCOCC1,<rdkit.Chem.rdchem.Mol object at 0x1648f6d50>,CC(CNc1nc(Nc2ccccc2)c2[nH]cnc2n1)CN1CCOCC1,s_27____5359694____10803818,367.5,2.1863730169999993,7,7,3,1243,0.2909090909090909,<rdkit.Chem.rdchem.Mol object at 0x175234660>,5.217058065019465
,COCCN1CCC[C@@H]1CNc1nc(Nc2ccccc2)c2[nH]cnc2n1,<rdkit.Chem.rdchem.Mol object at 0x1648f6e30>,COCCN1CCCC1CNc1nc(Nc2ccccc2)c2[nH]cnc2n1,s_27____3048816____10803818,367.5,2.284179198666666,8,7,3,1238,0.2909090909090909,<rdkit.Chem.rdchem.Mol object at 0x1752345f0>,4.728281176865761
,c1ccc(Nc2nc(NC[C@@H]3CC(C4CC4)=NO3)nc3[nH]cnc23)cc1,<rdkit.Chem.rdchem.Mol object at 0x1648f6f10>,c1ccc(Nc2nc(NCC3CC(C4CC4)=NO3)nc3nc[nH]c23)cc1,s_27____15426324____10803818,349.4,2.9470460733333335,6,7,3,1248,0.2833333333333333,<rdkit.Chem.rdchem.Mol object at 0x1752344a0>,4.984279087736715
,CC(C)(C)C1=NO[C@@H](CNc2nc(Nc3ccccc3)c3[nH]cnc3n2)C1,<rdkit.Chem.rdchem.Mol object at 0x1648f6ff0>,CC(C)(C)C1=NOC(CNc2nc(Nc3ccccc3)c3[nH]cnc3n2)C1,s_27____14656964____10803818,365.4,3.9667862780000007,6,7,3,208,0.2833333333333333,<rdkit.Chem.rdchem.Mol object at 0x175234580>,4.757721212115359
,c1ccc(Nc2nc(NCC3=NO[C@H]4CCCC[C@@H]34)nc3[nH]cnc23)cc1,<rdkit.Chem.rdchem.Mol object at 0x1648f70d0>,c1ccc(Nc2nc(NCC3=NO[C@H]4CCCC[C@@H]34)nc3nc[nH]c23)cc1,s_27____17315176____10803818,363.4,3.443263207,5,7,3,23,0.2833333333333333,<rdkit.Chem.rdchem.Mol object at 0x175234510>,5.084719790052683
,CN(CC1COC(C)(C)OC1)c1nc(Nc2ccccc2)c2[nH]cnc2n1,<rdkit.Chem.rdchem.Mol object at 0x1648f71b0>,CN(CC1COC(C)(C)OC1)c1nc(Nc2ccccc2)c2[nH]cnc2n1,s_27____14043330____10803818,368.4,2.858217815666666,5,7,2,924,0.2807017543859649,<rdkit.Chem.rdchem.Mol object at 0x175234430>,4.474549565321805
,CC1(C)OC[C@@H]2CN(c3nc(Nc4ccccc4)c4[nH]cnc4n3)C[C@@H]2CO1,<rdkit.Chem.rdchem.Mol object at 0x1648f7290>,CC1(C)OC[C@@H]2CN(c3nc(Nc4ccccc4)c4[nH]cnc4n3)C[C@@H]2CO1,s_27____20025206____10803818,380.5,2.5301353349999993,3,7,2,206,0.2807017543859649,<rdkit.Chem.rdchem.Mol object at 0x175234350>,4.94125744732954
,c1ccc(Nc2nc(NC[C@@H]3CC4(CN3)OCCO4)nc3[nH]cnc23)cc1,<rdkit.Chem.rdchem.Mol object at 0x1648f73e0>,c1ccc(Nc2nc(NC[C@@H]3CC4(CN3)OCCO4)nc3nc[nH]c23)cc1,s_270166____23912492____17625750,367.4,1.935796561,5,8,4,1374,0.2807017543859649,<rdkit.Chem.rdchem.Mol object at 0x1752343c0>,4.367984665881572
,CC1(C)OC[C@@H]([C@@H]2CN(c3nc(Nc4ccccc4)c4[nH]cnc4n3)CCO2)O1,<rdkit.Chem.rdchem.Mol object at 0x1648f74c0>,CC1(C)OC[C@@H]([C@@H]2CN(c3nc(Nc4ccccc4)c4[nH]cnc4n3)CCO2)O1,s_27____12850960____10803818,396.5,2.705465659333333,4,8,2,1402,0.2807017543859649,<rdkit.Chem.rdchem.Mol object at 0x175234200>,4.444229394703423
,COC(=O)C1=CC[C@H](Nc2nc(Nc3ccccc3)c3[nH]cnc3n2)C1,<rdkit.Chem.rdchem.Mol object at 0x1648f7610>,COC(=O)C1=CCC(Nc2nc(Nc3ccccc3)c3[nH]cnc3n2)C1,s_27____12217624____10803818,350.4,2.654007118,6,6,3,1240,0.2786885245901639,<rdkit.Chem.rdchem.Mol object at 0x1752342e0>,5.432240749672649
,C=CCCCC[C@@H](O)CNc1nc(Nc2ccccc2)c2[nH]cnc2n1,<rdkit.Chem.rdchem.Mol object at 0x1648f76f0>,C=CCCCCC(O)CNc1nc(Nc2ccccc2)c2[nH]cnc2n1,s_27____25524520____10803818,352.4,3.5702277293333324,10,6,4,425,0.2727272727272727,<rdkit.Chem.rdchem.Mol object at 0x175234270>,4.824124724656716
,FCCOC1CCN(CCNc2nc(Nc3ccccc3)c3[nH]cnc3n2)CC1,<rdkit.Chem.rdchem.Mol object at 0x1648f77d0>,FCCOC1CCN(CCNc2nc(Nc3ccccc3)c3[nH]cnc3n2)CC1,s_27____25530258____10803818,399.5,2.0277660286666657,9,7,3,458,0.2711864406779661,<rdkit.Chem.rdchem.Mol object at 0x175234190>,5.2376532080814435
,c1ccc(CN2CCC3(CC2)C[C@@H](Nc2nc(Nc4ccccc4)c4[nH]cnc4n2)CCO3)cc1,<rdkit.Chem.rdchem.Mol object at 0x1648f78b0>,c1ccc(CN2CCC3(CC2)CC(Nc2nc(Nc4ccccc4)c4[nH]cnc4n2)CCO3)cc1,s_27____13022364____10803818,469.6,3.4831797023333326,6,7,3,1063,0.26666666666666666,<rdkit.Chem.rdchem.Mol object at 0x175234120>,5.347222734690682
,c1ccc(CN2CCC(OCCCNc3nc(Nc4ccccc4)c4[nH]cnc4n3)CC2)cc1,<rdkit.Chem.rdchem.Mol object at 0x1648f7a00>,c1ccc(CN2CCC(OCCCNc3nc(Nc4ccccc4)c4[nH]cnc4n3)CC2)cc1,s_27____6547250____10803818,457.6,3.611209123,10,7,3,1109,0.26666666666666666,<rdkit.Chem.rdchem.Mol object at 0x175234040>,5.037816602779526
,FC(F)(F)[C@H]1CN[C@@H](CNc2nc(Nc3ccccc3)c3[nH]cnc3n2)CO1,<rdkit.Chem.rdchem.Mol object at 0x1648f7ae0>,FC(F)(F)C1CNC(CNc2nc(Nc3ccccc3)c3[nH]cnc3n2)CO1,s_270166____21479282____17625750,393.4,2.338672158333333,6,7,4,540,0.26229508196721313,<rdkit.Chem.rdchem.Mol object at 0x1752340b0>,5.039454556496876
,COC(=O)CC[C@H]1CCCCN(c2nc(Nc3ccccc3)c3[nH]cnc3n2)C1,<rdkit.Chem.rdchem.Mol object at 0x1648f7c30>,COC(=O)CCC1CCCCN(c2nc(Nc3ccccc3)c3[nH]cnc3n2)C1,s_27____20274622____10803818,394.5,3.8569086233333327,7,6,2,1265,0.26229508196721313,<rdkit.Chem.rdchem.Mol object at 0x174abaff0>,5.133319280492001
,O=C1C[C@@H](Nc2nc(Nc3ccccc3)c3[nH]cnc3n2)CN1C1CCOCC1,<rdkit.Chem.rdchem.Mol object at 0x1648f7d10>,O=C1CC(Nc2nc(Nc3ccccc3)c3[nH]cnc3n2)CN1C1CCOCC1,s_27____26083132____10803818,393.5,1.0517794333333337,5,7,3,931,0.26229508196721313,<rdkit.Chem.rdchem.Mol object at 0x174ab9af0>,5.187918505687162
,FC(F)COC1CCN(CCNc2nc(Nc3ccccc3)c3[nH]cnc3n2)CC1,<rdkit.Chem.rdchem.Mol object at 0x1648f7df0>,FC(F)COC1CCN(CCNc2nc(Nc3ccccc3)c3[nH]cnc3n2)CC1,s_27____25530192____10803818,417.5,2.2931120109999994,9,7,3,629,0.26229508196721313,<rdkit.Chem.rdchem.Mol object at 0x174abb300>,5.066863883843737
,O=C1C[C@@H](Nc2nc(Nc3ccccc3)c3[nH]cnc3n2)CN1CCN1CCOCC1,<rdkit.Chem.rdchem.Mol object at 0x1648f7ed0>,O=C1CC(Nc2nc(Nc3ccccc3)c3[nH]cnc3n2)CN1CCN1CCOCC1,s_27____9441876____10803818,422.5,0.8907374076666666,7,8,3,1249,0.26229508196721313,<rdkit.Chem.rdchem.Mol object at 0x174ab9c40>,5.3852367270961174
,COC(=O)C1CCN(CCCNc2nc(Nc3ccccc3)c3[nH]cnc3n2)CC1,<rdkit.Chem.rdchem.Mol object at 0x1648f0040>,COC(=O)C1CCN(CCCNc2nc(Nc3ccccc3)c3[nH]cnc3n2)CC1,s_27____8363596____10803818,409.5,2.1445546103333326,9,7,3,141,0.26229508196721313,<rdkit.Chem.rdchem.Mol object at 0x174abaf80>,4.899125061721953
,FC(F)(F)COCC1CCN(c2nc(Nc3ccccc3)c3[nH]cnc3n2)CC1,<rdkit.Chem.rdchem.Mol object at 0x1648f0120>,FC(F)(F)COCC1CCN(c2nc(Nc3ccccc3)c3[nH]cnc3n2)CC1,s_27____25544146____10803818,406.4,3.859094461333333,7,6,2,166,0.26229508196721313,<rdkit.Chem.rdchem.Mol object at 0x174abb3e0>,4.796923161127408
,FC(F)CO[C@@H]1CCCN(CCNc2nc(Nc3ccccc3)c3[nH]cnc3n2)C1,<rdkit.Chem.rdchem.Mol object at 0x1648f0200>,FC(F)COC1CCCN(CCNc2nc(Nc3ccccc3)c3[nH]cnc3n2)C1,s_27____25530288____10803818,417.5,2.750514943,9,7,3,1142,0.26229508196721313,<rdkit.Chem.rdchem.Mol object at 0x174abb680>,4.914478130646017
,FC(F)(F)[C@@H](CCNc1nc(Nc2ccccc2)c2[nH]cnc2n1)N1CCOCC1,<rdkit.Chem.rdchem.Mol object at 0x1648f02e0>,FC(F)(F)C(CCNc1nc(Nc2ccccc2)c2[nH]cnc2n1)N1CCOCC1,s_27____14185294____10803818,421.4,2.7219127646666665,8,7,3,740,0.26229508196721313,<rdkit.Chem.rdchem.Mol object at 0x174abac70>,4.487321494485427
,CC(C)OC(=O)C[C@H]1CCCN(c2nc(Nc3ccccc3)c3[nH]cnc3n2)C1,<rdkit.Chem.rdchem.Mol object at 0x1648f03c0>,CC(C)OC(=O)CC1CCCN(c2nc(Nc3ccccc3)c3[nH]cnc3n2)C1,s_27____8846046____10803818,394.5,3.7411542726666664,7,6,2,1081,0.26229508196721313,<rdkit.Chem.rdchem.Mol object at 0x174abb610>,4.69862552501986
,CC(C)(C)OC(=O)N1CCC(CONc2nc(Nc3ccccc3)c3[nH]cnc3n2)CC1,<rdkit.Chem.rdchem.Mol object at 0x1648f04a0>,CC(C)(C)OC(=O)N1CCC(CONc2nc(Nc3ccccc3)c3[nH]cnc3n2)CC1,s_27____25547728____10803818,439.5,3.647950148999999,8,7,3,248,0.26153846153846155,<rdkit.Chem.rdchem.Mol object at 0x174abaea0>,4.812576811922491
,OC[C@@H](C[C@H]1CCCCO1)Nc1nc(Nc2ccccc2)c2[nH]cnc2n1,<rdkit.Chem.rdchem.Mol object at 0x1648f0580>,OCC(CC1CCCCO1)Nc1nc(Nc2ccccc2)c2[nH]cnc2n1,s_27____20070314____10803818,368.4,2.139728138333333,7,7,4,1278,0.2545454545454545,<rdkit.Chem.rdchem.Mol object at 0x174abab90>,4.686793494836366
,CCO[C@@H]1C[C@@H](Nc2nc(Nc3ccccc3)c3[nH]cnc3n2)C12CCCCC2,<rdkit.Chem.rdchem.Mol object at 0x1648f0660>,CCOC1CC(Nc2nc(Nc3ccccc3)c3[nH]cnc3n2)C12CCCCC2,s_27____5819254____10803818,392.5,4.066362003666665,6,6,3,1320,0.2545454545454545,<rdkit.Chem.rdchem.Mol object at 0x174abadc0>,5.424193452164816
,CC(C)C[C@@H]1C[C@@H](Nc2nc(Nc3ccccc3)c3[nH]cnc3n2)CCO1,<rdkit.Chem.rdchem.Mol object at 0x1648f07b0>,CC(C)CC1CC(Nc2nc(Nc3ccccc3)c3[nH]cnc3n2)CCO1,s_27____8333290____10803818,366.5,3.4788169253333328,6,6,3,586,0.2545454545454545,<rdkit.Chem.rdchem.Mol object at 0x174abb530>,5.344911149794956
,c1ccc(Nc2nc(NC[C@@H]3CCC4(CCCCCC4)O3)nc3[nH]cnc23)cc1,<rdkit.Chem.rdchem.Mol object at 0x1648f0890>,c1ccc(Nc2nc(NCC3CCC4(CCCCCC4)O3)nc3nc[nH]c23)cc1,s_27____13458816____10803818,392.5,4.433142586666666,5,6,3,660,0.2545454545454545,<rdkit.Chem.rdchem.Mol object at 0x174abb760>,5.223900872884474
,OCCCN1CC[C@H](Nc2nc(Nc3ccccc3)c3[nH]cnc3n2)C1,<rdkit.Chem.rdchem.Mol object at 0x1648f0970>,OCCCN1CCC(Nc2nc(Nc3ccccc3)c3[nH]cnc3n2)C1,s_27____25521530____10803818,353.4,1.183649763000001,7,7,4,580,0.2545454545454545,<rdkit.Chem.rdchem.Mol object at 0x174abb8b0>,5.39977040343684
,CC(C)CCO[C@H]1CC[C@H](Nc2nc(Nc3ccccc3)c3[nH]cnc3n2)CC1,<rdkit.Chem.rdchem.Mol object at 0x1648f0a50>,CC(C)CCO[C@H]1CC[C@H](Nc2nc(Nc3ccccc3)c3[nH]cnc3n2)CC1,s_27____12222502____10803818,394.5,4.5135422673333325,8,6,3,663,0.2545454545454545,<rdkit.Chem.rdchem.Mol object at 0x174abae30>,6.657196985217264
,c1ccc(Nc2nc(NC[C@@H]3CCOC4(CCOCC4)C3)nc3[nH]cnc23)cc1,<rdkit.Chem.rdchem.Mol object at 0x1648f0b30>,c1ccc(Nc2nc(NCC3CCOC4(CCOCC4)C3)nc3nc[nH]c23)cc1,s_27____25522916____10803818,394.5,2.153687302999999,5,7,3,1285,0.2545454545454545,<rdkit.Chem.rdchem.Mol object at 0x174abb7d0>,5.1251407319373286
,c1ccc(Nc2nc(NC[C@@H]3CCC4(CCC4)OC3)nc3[nH]cnc23)cc1,<rdkit.Chem.rdchem.Mol object at 0x1648f0c10>,c1ccc(Nc2nc(NCC3CCC4(CCC4)OC3)nc3nc[nH]c23)cc1,s_27____25525590____10803818,364.5,3.144191135333333,5,6,3,633,0.2545454545454545,<rdkit.Chem.rdchem.Mol object at 0x174abb840>,4.564762069726529
,CO[C@H]1CC(C)(C)CC[C@@H]1Nc1nc(Nc2ccccc2)c2[nH]cnc2n1,<rdkit.Chem.rdchem.Mol object at 0x1648f0cf0>,COC1CC(C)(C)CCC1Nc1nc(Nc2ccccc2)c2[nH]cnc2n1,s_27____26262832____10803818,366.5,3.8015052926666666,5,6,3,1330,0.2545454545454545,<rdkit.Chem.rdchem.Mol object at 0x174abba00>,5.926335834347032
,C[C@@H](CCOC(C)(C)C)Nc1nc(Nc2ccccc2)c2[nH]cnc2n1,<rdkit.Chem.rdchem.Mol object at 0x1648f0dd0>,C[C@@H](CCOC(C)(C)C)Nc1nc(Nc2ccccc2)c2[nH]cnc2n1,s_27____25526472____10803818,354.5,3.3304645509999995,8,6,3,668,0.2545454545454545,<rdkit.Chem.rdchem.Mol object at 0x174abb920>,4.901330362316173
,c1ccc(Nc2nc(NCC[C@H]3CC4(CCC4)CCO3)nc3[nH]cnc23)cc1,<rdkit.Chem.rdchem.Mol object at 0x1648f0eb0>,c1ccc(Nc2nc(NCCC3CC4(CCC4)CCO3)nc3nc[nH]c23)cc1,s_27____25522912____10803818,378.5,3.3379720589999993,6,6,3,673,0.2545454545454545,<rdkit.Chem.rdchem.Mol object at 0x174abb990>,4.960458288603478
,c1ccc(Nc2nc(N[C@@H]3COC4(CCOCC4)C3)nc3[nH]cnc23)cc1,<rdkit.Chem.rdchem.Mol object at 0x1648f0f90>,c1ccc(Nc2nc(NC3COC4(CCOCC4)C3)nc3nc[nH]c23)cc1,s_27____25521160____10803818,366.4,1.6331268153333331,4,7,3,678,0.2545454545454545,<rdkit.Chem.rdchem.Mol object at 0x174abb6f0>,5.165464807750845
