ID,SMILES_Prepared,Molecule_Prepared,SMILES,CatalogID,MW,LOGP,Rotating_bonds,HB_acceptors,HB_donors,index_ID,fp_similarity,aligned_mol,RMSD
,c1ccc(Nc2nc(NCCCC3CCOCC3)nc3[nH]cnc23)cc1,<rdkit.Chem.rdchem.Mol object at 0x16483ba70>,c1ccc(Nc2nc(NCCCC3CCOCC3)nc3nc[nH]c23)cc1,s_27____10639884____10803818,352.4,3.0799160929999996,7,6,3,757,0.2545454545454545,<rdkit.Chem.rdchem.Mol object at 0x174cbace0>,4.689468610617451
,CCCOC1(CNc2nc(Nc3ccccc3)c3[nH]cnc3n2)CCCCC1,<rdkit.Chem.rdchem.Mol object at 0x16483bb50>,CCCOC1(CNc2nc(Nc3ccccc3)c3[nH]cnc3n2)CCCCC1,s_27____6548850____10803818,380.5,4.402339734666666,8,6,3,1264,0.2545454545454545,<rdkit.Chem.rdchem.Mol object at 0x174cbad50>,4.930996109237679
,O[C@@]1(CNc2nc(Nc3ccccc3)c3[nH]cnc3n2)C[C@H]2CC[C@@H]1O2,<rdkit.Chem.rdchem.Mol object at 0x16483bc30>,O[C@@]1(CNc2nc(Nc3ccccc3)c3[nH]cnc3n2)C[C@H]2CC[C@@H]1O2,s_27____25525064____10803818,352.4,1.5071703136666668,5,7,4,756,0.2545454545454545,<rdkit.Chem.rdchem.Mol object at 0x174cbac00>,5.523190347340873
,c1ccc(Nc2nc(NCC3CCC4(CCOCC4)CC3)nc3[nH]cnc23)cc1,<rdkit.Chem.rdchem.Mol object at 0x16483bd80>,c1ccc(Nc2nc(NCC3CCC4(CCOCC4)CC3)nc3nc[nH]c23)cc1,s_27____25525450____10803818,392.5,3.7257788016666655,5,6,3,747,0.2545454545454545,<rdkit.Chem.rdchem.Mol object at 0x174cbac70>,4.821781344537668
,c1ccc(Nc2nc(NC[C@@H]3COCC34CCC4)nc3[nH]cnc23)cc1,<rdkit.Chem.rdchem.Mol object at 0x16483be60>,c1ccc(Nc2nc(NCC3COCC34CCC4)nc3nc[nH]c23)cc1,s_27____25529688____10803818,350.4,2.5895369936666666,5,6,3,745,0.2545454545454545,<rdkit.Chem.rdchem.Mol object at 0x174cbab90>,5.042977899735382
,c1ccc(Nc2nc(NC[C@H]3CC[C@@H](C4CC4)O3)nc3[nH]cnc23)cc1,<rdkit.Chem.rdchem.Mol object at 0x16483bf40>,c1ccc(Nc2nc(NC[C@H]3CC[C@@H](C4CC4)O3)nc3nc[nH]c23)cc1,s_27____13467706____10803818,350.4,3.1058790196666672,6,6,3,744,0.2545454545454545,<rdkit.Chem.rdchem.Mol object at 0x174cbab20>,4.51609990064227
,OCCOC1(CNc2nc(Nc3ccccc3)c3[nH]cnc3n2)CCCCC1,<rdkit.Chem.rdchem.Mol object at 0x1659040b0>,OCCOC1(CNc2nc(Nc3ccccc3)c3[nH]cnc3n2)CCCCC1,s_27____13579120____10803818,382.5,2.8329073729999994,8,7,4,739,0.2545454545454545,<rdkit.Chem.rdchem.Mol object at 0x174cbaa40>,4.820240999663067
,CC(C)(C)[C@H]1OCCC[C@@H]1Nc1nc(Nc2ccccc2)c2[nH]cnc2n1,<rdkit.Chem.rdchem.Mol object at 0x165904190>,CC(C)(C)C1OCCCC1Nc1nc(Nc2ccccc2)c2[nH]cnc2n1,s_27____25526168____10803818,366.5,3.9476057723333335,5,6,3,738,0.2545454545454545,<rdkit.Chem.rdchem.Mol object at 0x174cbaab0>,5.4417287278964075
,CCO[C@H](CNc1nc(Nc2ccccc2)c2[nH]cnc2n1)[C@@H]1CCOC1,<rdkit.Chem.rdchem.Mol object at 0x165904270>,CCOC(CNc1nc(Nc2ccccc2)c2[nH]cnc2n1)C1CCOC1,s_27____17757172____10803818,368.4,2.2353200713333328,8,7,3,733,0.2545454545454545,<rdkit.Chem.rdchem.Mol object at 0x174cba960>,5.272385747145317
,COCC(C)(C)CCCNc1nc(Nc2ccccc2)c2[nH]cnc2n1,<rdkit.Chem.rdchem.Mol object at 0x165904350>,COCC(C)(C)CCCNc1nc(Nc2ccccc2)c2[nH]cnc2n1,s_27____10210274____10803818,354.5,3.5648348909999985,9,6,3,732,0.2545454545454545,<rdkit.Chem.rdchem.Mol object at 0x174cba9d0>,4.956104955320388
,c1ccc(Nc2nc(NCCOCCC3CCCC3)nc3[nH]cnc23)cc1,<rdkit.Chem.rdchem.Mol object at 0x165904430>,c1ccc(Nc2nc(NCCOCCC3CCCC3)nc3nc[nH]c23)cc1,s_27____25522824____10803818,366.5,3.836299678,9,6,3,1273,0.2545454545454545,<rdkit.Chem.rdchem.Mol object at 0x174cba8f0>,5.0016469857859
,CCC(CC)[C@H](CNc1nc(Nc2ccccc2)c2[nH]cnc2n1)OC,<rdkit.Chem.rdchem.Mol object at 0x165904510>,CCC(CC)C(CNc1nc(Nc2ccccc2)c2[nH]cnc2n1)OC,s_27____21595212____10803818,354.5,3.9931777156666657,9,6,3,728,0.2545454545454545,<rdkit.Chem.rdchem.Mol object at 0x174cba810>,4.814989563919254
,CC(C)(C)O[C@@H]1C[C@H](Nc2nc(Nc3ccccc3)c3[nH]cnc3n2)C1(C)C,<rdkit.Chem.rdchem.Mol object at 0x1659045f0>,CC(C)(C)O[C@@H]1C[C@H](Nc2nc(Nc3ccccc3)c3[nH]cnc3n2)C1(C)C,s_27____10975362____10803818,380.5,3.893533604333333,6,6,3,720,0.2545454545454545,<rdkit.Chem.rdchem.Mol object at 0x174cba880>,5.208845567832777
,c1ccc(Nc2nc(N[C@@H]3CCO[C@]4(CCCOC4)C3)nc3[nH]cnc23)cc1,<rdkit.Chem.rdchem.Mol object at 0x165904740>,c1ccc(Nc2nc(NC3CCOC4(CCCOC4)C3)nc3nc[nH]c23)cc1,s_27____22492454____10803818,380.5,2.150489486333332,4,7,3,1135,0.2545454545454545,<rdkit.Chem.rdchem.Mol object at 0x174cba730>,5.2329171305606055
,c1ccc(Nc2nc(NC[C@H]3O[C@H]4CC[C@@H]3CC4)nc3[nH]cnc23)cc1,<rdkit.Chem.rdchem.Mol object at 0x165904820>,c1ccc(Nc2nc(NCC3OC4CCC3CC4)nc3nc[nH]c23)cc1,m_27____25525608____10803818,350.4,3.1058790196666672,5,6,3,709,0.2545454545454545,<rdkit.Chem.rdchem.Mol object at 0x174cba7a0>,4.923664137144482
,CC1(C)CC[C@H](CCNc2nc(Nc3ccccc3)c3[nH]cnc3n2)OC1,<rdkit.Chem.rdchem.Mol object at 0x165904970>,CC1(C)CCC(CCNc2nc(Nc3ccccc3)c3[nH]cnc3n2)OC1,s_27____13313306____10803818,366.5,3.5130367566666663,6,6,3,1275,0.2545454545454545,<rdkit.Chem.rdchem.Mol object at 0x174cba5e0>,4.889733897525816
,CO[C@]1(CNc2nc(Nc3ccccc3)c3[nH]cnc3n2)CC[C@H](C)CC1,<rdkit.Chem.rdchem.Mol object at 0x165904a50>,COC1(CNc2nc(Nc3ccccc3)c3[nH]cnc3n2)CCC(C)CC1,s_27____9580842____10803818,366.5,3.810028481333332,6,6,3,698,0.2545454545454545,<rdkit.Chem.rdchem.Mol object at 0x174cba6c0>,4.9886383092092
,c1ccc(Nc2nc(NC[C@H]3CCOCC34CCCC4)nc3[nH]cnc23)cc1,<rdkit.Chem.rdchem.Mol object at 0x165904b30>,c1ccc(Nc2nc(NCC3CCOCC34CCCC4)nc3nc[nH]c23)cc1,s_27____14720372____10803818,378.5,3.4371175966666665,5,6,3,697,0.2545454545454545,<rdkit.Chem.rdchem.Mol object at 0x174cba650>,4.91400387661678
,c1ccc(Nc2nc(N[C@H]3CCOC4(CCCCC4)C3)nc3[nH]cnc23)cc1,<rdkit.Chem.rdchem.Mol object at 0x165904c10>,c1ccc(Nc2nc(NC3CCOC4(CCCCC4)C3)nc3nc[nH]c23)cc1,s_27____7346342____10803818,378.5,3.5311709896666663,4,6,3,696,0.2545454545454545,<rdkit.Chem.rdchem.Mol object at 0x174cba570>,5.2098495852945295
,c1ccc(Nc2nc(NC[C@@H]3CC4(CCCCC4)CO3)nc3[nH]cnc23)cc1,<rdkit.Chem.rdchem.Mol object at 0x165904cf0>,c1ccc(Nc2nc(NCC3CC4(CCCCC4)CO3)nc3nc[nH]c23)cc1,s_27____19458264____10803818,378.5,3.878488445,5,6,3,1259,0.2545454545454545,<rdkit.Chem.rdchem.Mol object at 0x174cba500>,4.749038771022681
,O[C@H]1CCOC[C@]1(O)CNc1nc(Nc2ccccc2)c2[nH]cnc2n1,<rdkit.Chem.rdchem.Mol object at 0x165904dd0>,O[C@H]1CCOC[C@]1(O)CNc1nc(Nc2ccccc2)c2[nH]cnc2n1,s_27____23797324____10803818,356.4,0.3515037649999999,5,8,5,1254,0.2545454545454545,<rdkit.Chem.rdchem.Mol object at 0x174cba490>,4.566521979605916
,CCO[C@H]1CC[C@H](CNc2nc(Nc3ccccc3)c3[nH]cnc3n2)CC1,<rdkit.Chem.rdchem.Mol object at 0x165904eb0>,CCOC1CCC(CNc2nc(Nc3ccccc3)c3[nH]cnc3n2)CC1,s_27____18903280____10803818,366.5,3.5744448476666664,7,6,3,1253,0.2545454545454545,<rdkit.Chem.rdchem.Mol object at 0x174cba420>,5.2103828476977565
,CCCCO[C@@H]1C[C@H](Nc2nc(Nc3ccccc3)c3[nH]cnc3n2)C1(C)C,<rdkit.Chem.rdchem.Mol object at 0x165904f90>,CCCCOC1CC(Nc2nc(Nc3ccccc3)c3[nH]cnc3n2)C1(C)C,s_27____6547306____10803818,380.5,4.1634729713333325,8,6,3,834,0.2545454545454545,<rdkit.Chem.rdchem.Mol object at 0x174cba2d0>,5.486251102746004
,c1ccc(Nc2nc(N[C@H]3CCOC[C@H]3Nc3ccncn3)nc3[nH]cnc23)cc1,<rdkit.Chem.rdchem.Mol object at 0x165905070>,c1ccc(Nc2nc(N[C@H]3CCOC[C@H]3Nc3ccncn3)nc3nc[nH]c23)cc1,s_27____25557260____10803818,403.5,1.753385245333333,6,9,4,893,0.2545454545454545,<rdkit.Chem.rdchem.Mol object at 0x174cba3b0>,4.896835918386622
,OCCN(CC1CCCCC1)c1nc(Nc2ccccc2)c2[nH]cnc2n1,<rdkit.Chem.rdchem.Mol object at 0x165905150>,OCCN(CC1CCCCC1)c1nc(Nc2ccccc2)c2[nH]cnc2n1,s_27____25457226____10803818,366.5,3.9063926356666663,7,6,3,1235,0.2545454545454545,<rdkit.Chem.rdchem.Mol object at 0x174cba340>,4.61638739018314
,CC(C)CCO[C@@H]1CCCC[C@H]1Nc1nc(Nc2ccccc2)c2[nH]cnc2n1,<rdkit.Chem.rdchem.Mol object at 0x165905230>,CC(C)CCO[C@@H]1CCCC[C@H]1Nc1nc(Nc2ccccc2)c2[nH]cnc2n1,s_27____25526566____10803818,394.5,4.825357187333332,8,6,3,868,0.2545454545454545,<rdkit.Chem.rdchem.Mol object at 0x174cba1f0>,6.531132687113441
,CC[C@H]1CC[C@@H](OCCNc2nc(Nc3ccccc3)c3[nH]cnc3n2)CC1,<rdkit.Chem.rdchem.Mol object at 0x165905310>,CCC1CCC(OCCNc2nc(Nc3ccccc3)c3[nH]cnc3n2)CC1,s_27____25525586____10803818,380.5,4.330828432666667,8,6,3,864,0.2545454545454545,<rdkit.Chem.rdchem.Mol object at 0x174cba260>,5.071576936983901
,CO[C@H]1CC2(CC[C@H](CNc3nc(Nc4ccccc4)c4[nH]cnc4n3)CC2)C1,<rdkit.Chem.rdchem.Mol object at 0x1659053f0>,COC1CC2(CCC(CNc3nc(Nc4ccccc4)c4[nH]cnc4n3)CC2)C1,s_27____25530174____10803818,392.5,3.785545871666666,6,6,3,861,0.2545454545454545,<rdkit.Chem.rdchem.Mol object at 0x174cba180>,5.208320800825629
,CC(C)(C)O[C@@H]1CCC[C@H]1Nc1nc(Nc2ccccc2)c2[nH]cnc2n1,<rdkit.Chem.rdchem.Mol object at 0x165905540>,CC(C)(C)O[C@@H]1CCC[C@H]1Nc1nc(Nc2ccccc2)c2[nH]cnc2n1,s_27____22841984____10803818,366.5,3.823830059000001,6,6,3,853,0.2545454545454545,<rdkit.Chem.rdchem.Mol object at 0x174cb9fc0>,5.126911037503585
,c1ccc(Nc2nc(N[C@]34CCCC[C@H]3OCC4)nc3[nH]cnc23)cc1,<rdkit.Chem.rdchem.Mol object at 0x165905620>,c1ccc(Nc2nc(NC34CCCCC3OCC4)nc3nc[nH]c23)cc1,s_27____25557270____10803818,350.4,3.0266425856666666,4,6,3,851,0.2545454545454545,<rdkit.Chem.rdchem.Mol object at 0x174cba110>,5.099979853164767
,C[C@H]1CC[C@H](OCCCNc2nc(Nc3ccccc3)c3[nH]cnc3n2)CC1,<rdkit.Chem.rdchem.Mol object at 0x165905700>,CC1CCC(OCCCNc2nc(Nc3ccccc3)c3[nH]cnc3n2)CC1,s_27____26083168____10803818,380.5,3.9462195066666665,8,6,3,845,0.2545454545454545,<rdkit.Chem.rdchem.Mol object at 0x174cba030>,5.358256587679736
,c1ccc(Nc2nc(NC[C@H]3CCOC34CCOCC4)nc3[nH]cnc23)cc1,<rdkit.Chem.rdchem.Mol object at 0x1659057e0>,c1ccc(Nc2nc(NCC3CCOC34CCOCC4)nc3nc[nH]c23)cc1,s_27____25521308____10803818,380.5,1.750675364999999,5,7,3,286,0.2545454545454545,<rdkit.Chem.rdchem.Mol object at 0x174cba0a0>,4.9226168924031715
,c1ccc(Nc2nc(NCC[C@@H]3CCC4(CC4)CO3)nc3[nH]cnc23)cc1,<rdkit.Chem.rdchem.Mol object at 0x1659058c0>,c1ccc(Nc2nc(NCCC3CCC4(CC4)CO3)nc3nc[nH]c23)cc1,s_27____25522156____10803818,364.5,3.049310854,6,6,3,827,0.2545454545454545,<rdkit.Chem.rdchem.Mol object at 0x174cb9ee0>,4.920754028369422
,c1ccc(Nc2nc(N[C@H]3CC[C@H]4CCC[C@@H]3O4)nc3[nH]cnc23)cc1,<rdkit.Chem.rdchem.Mol object at 0x1659059a0>,c1ccc(Nc2nc(N[C@H]3CC[C@H]4CCC[C@@H]3O4)nc3nc[nH]c23)cc1,s_27____25526242____10803818,350.4,3.235434948,4,6,3,785,0.2545454545454545,<rdkit.Chem.rdchem.Mol object at 0x174cb98c0>,5.151499678790042
,C[C@@]1(Nc2nc(Nc3ccccc3)c3[nH]cnc3n2)CCO[C@H]1C1CC1,<rdkit.Chem.rdchem.Mol object at 0x165905af0>,CC1(Nc2nc(Nc3ccccc3)c3[nH]cnc3n2)CCOC1C1CC1,s_27____25557494____10803818,350.4,2.869093017,5,6,3,817,0.2545454545454545,<rdkit.Chem.rdchem.Mol object at 0x174cb97e0>,5.159865628792826
,c1ccc(Nc2nc(NCCCOCC3CCCCC3)nc3[nH]cnc23)cc1,<rdkit.Chem.rdchem.Mol object at 0x165905bd0>,c1ccc(Nc2nc(NCCCOCC3CCCCC3)nc3nc[nH]c23)cc1,s_27____25524936____10803818,380.5,3.974213146999999,9,6,3,814,0.2545454545454545,<rdkit.Chem.rdchem.Mol object at 0x17529ea40>,5.190025561548708
,CC(C)C1(CNc2nc(Nc3ccccc3)c3[nH]cnc3n2)CCOCC1,<rdkit.Chem.rdchem.Mol object at 0x165905cb0>,CC(C)C1(CNc2nc(Nc3ccccc3)c3[nH]cnc3n2)CCOCC1,s_27____25526042____10803818,366.5,3.3783211043333323,6,6,3,804,0.2545454545454545,<rdkit.Chem.rdchem.Mol object at 0x17529eab0>,5.05369040287374
,c1ccc(Nc2nc(NC[C@@H]3CCOC4(CCCC4)C3)nc3[nH]cnc23)cc1,<rdkit.Chem.rdchem.Mol object at 0x165905d90>,c1ccc(Nc2nc(NCC3CCOC4(CCCC4)C3)nc3nc[nH]c23)cc1,s_27____25521662____10803818,378.5,3.547203073333332,5,6,3,801,0.2545454545454545,<rdkit.Chem.rdchem.Mol object at 0x17529eb20>,5.168807246719357
,CC1CCN(C[C@H](O)CNc2nc(Nc3ccccc3)c3[nH]cnc3n2)CC1,<rdkit.Chem.rdchem.Mol object at 0x165905e70>,CC1CCN(CC(O)CNc2nc(Nc3ccccc3)c3[nH]cnc3n2)CC1,s_27____4509354____10803818,381.5,2.372640456333333,7,7,4,799,0.2545454545454545,<rdkit.Chem.rdchem.Mol object at 0x17529ec00>,5.085716012864408
,OCCCN1CCC(Nc2nc(Nc3ccccc3)c3[nH]cnc3n2)CC1,<rdkit.Chem.rdchem.Mol object at 0x165905f50>,OCCCN1CCC(Nc2nc(Nc3ccccc3)c3[nH]cnc3n2)CC1,s_27____23046672____10803818,367.5,1.2436095020000006,7,7,4,796,0.2545454545454545,<rdkit.Chem.rdchem.Mol object at 0x17529eb90>,5.536272501137766
,CC1(C)CCC[C@@H](CCNc2nc(Nc3ccccc3)c3[nH]cnc3n2)O1,<rdkit.Chem.rdchem.Mol object at 0x165906030>,CC1(C)CCCC(CCNc2nc(Nc3ccccc3)c3[nH]cnc3n2)O1,s_27____25521076____10803818,366.5,3.4672147733333327,6,6,3,795,0.2545454545454545,<rdkit.Chem.rdchem.Mol object at 0x17529ec70>,4.929363384843558
,CC(C)(C)O[C@H]1CC[C@H](Nc2nc(Nc3ccccc3)c3[nH]cnc3n2)CC1,<rdkit.Chem.rdchem.Mol object at 0x165906110>,CC(C)(C)O[C@H]1CC[C@H](Nc2nc(Nc3ccccc3)c3[nH]cnc3n2)CC1,s_27____15739436____10803818,380.5,3.956583804,6,6,3,1252,0.2545454545454545,<rdkit.Chem.rdchem.Mol object at 0x17529ece0>,6.181513536553343
,O[C@@H]1CCN(CCCNc2nc(Nc3ccccc3)c3[nH]cnc3n2)C1,<rdkit.Chem.rdchem.Mol object at 0x1659061f0>,O[C@@H]1CCN(CCCNc2nc(Nc3ccccc3)c3[nH]cnc3n2)C1,s_27____16789782____10803818,353.4,1.183649763000001,7,7,4,790,0.2545454545454545,<rdkit.Chem.rdchem.Mol object at 0x17529ed50>,5.002767697639416
,c1ccc(Nc2nc(NC[C@H]3C[C@H]4CCCC[C@@H]4O3)nc3[nH]cnc23)cc1,<rdkit.Chem.rdchem.Mol object at 0x1659062d0>,c1ccc(Nc2nc(NCC3C[C@H]4CCCC[C@@H]4O3)nc3nc[nH]c23)cc1,s_27____15076120____10803818,364.5,3.550447684666667,5,6,3,1274,0.2545454545454545,<rdkit.Chem.rdchem.Mol object at 0x17529ee30>,4.5696536051827605
,c1ccc(Nc2nc(NCCOCC3CCCC3)nc3[nH]cnc23)cc1,<rdkit.Chem.rdchem.Mol object at 0x165906420>,c1ccc(Nc2nc(NCCOCC3CCCC3)nc3nc[nH]c23)cc1,s_27____10890984____10803818,352.4,3.4696847429999997,8,6,3,707,0.2545454545454545,<rdkit.Chem.rdchem.Mol object at 0x17529edc0>,4.532795317232289
,CC(C)O[C@H]1CC[C@H](Nc2nc(Nc3ccccc3)c3[nH]cnc3n2)CC1,<rdkit.Chem.rdchem.Mol object at 0x165906500>,CC(C)OC1CCC(Nc2nc(Nc3ccccc3)c3[nH]cnc3n2)CC1,s_27____12214496____10803818,366.5,3.6760071356666657,6,6,3,144,0.2545454545454545,<rdkit.Chem.rdchem.Mol object at 0x17529eea0>,5.7510001384153435
,CC1(C)CC[C@H](CCCNc2nc(Nc3ccccc3)c3[nH]cnc3n2)O1,<rdkit.Chem.rdchem.Mol object at 0x1659065e0>,CC1(C)CCC(CCCNc2nc(Nc3ccccc3)c3[nH]cnc3n2)O1,s_27____25520804____10803818,366.5,3.5400087793333324,7,6,3,136,0.2545454545454545,<rdkit.Chem.rdchem.Mol object at 0x17529ef10>,5.002652379178777
,CO[C@](C)(CNc1nc(Nc2ccccc2)c2[nH]cnc2n1)C1CCCCC1,<rdkit.Chem.rdchem.Mol object at 0x1659066c0>,COC(C)(CNc1nc(Nc2ccccc2)c2[nH]cnc2n1)C1CCCCC1,s_27____16507914____10803818,380.5,4.254597146333332,7,6,3,34,0.2545454545454545,<rdkit.Chem.rdchem.Mol object at 0x17529eff0>,4.901119717128466
,c1ccc(Nc2nc(NC[C@@H]3CC[C@H]4COCC[C@@H]4O3)nc3[nH]cnc23)cc1,<rdkit.Chem.rdchem.Mol object at 0x1659067a0>,c1ccc(Nc2nc(NCC3CCC4COCCC4O3)nc3nc[nH]c23)cc1,s_27____25521532____10803818,380.5,2.271282647333333,5,7,3,157,0.2545454545454545,<rdkit.Chem.rdchem.Mol object at 0x17529ef80>,5.009630527548712
,CC1(C)C[C@]2(CC[C@@H](Nc3nc(Nc4ccccc4)c4[nH]cnc4n3)CC2)CO1,<rdkit.Chem.rdchem.Mol object at 0x1659068f0>,CC1(C)CC2(CCC(Nc3nc(Nc4ccccc4)c4[nH]cnc4n3)CC2)CO1,s_27____13462070____10803818,392.5,3.8192565529999993,4,6,3,266,0.2545454545454545,<rdkit.Chem.rdchem.Mol object at 0x17529f060>,5.874082561823423
,OCCOC1(CNc2nc(Nc3ccccc3)c3[nH]cnc3n2)CCCC1,<rdkit.Chem.rdchem.Mol object at 0x165906a40>,OCCOC1(CNc2nc(Nc3ccccc3)c3[nH]cnc3n2)CCCC1,s_27____13812858____10803818,368.4,2.3883387079999996,8,7,4,267,0.2545454545454545,<rdkit.Chem.rdchem.Mol object at 0x17529f0d0>,5.30023820916734
,CC(C)(CNc1nc(Nc2ccccc2)c2[nH]cnc2n1)[C@@H]1CCOC1,<rdkit.Chem.rdchem.Mol object at 0x165906b20>,CC(C)(CNc1nc(Nc2ccccc2)c2[nH]cnc2n1)C1CCOC1,s_27____25523762____10803818,352.4,3.0117061693333325,6,6,3,94,0.2545454545454545,<rdkit.Chem.rdchem.Mol object at 0x17529f1b0>,5.020418431705226
,c1ccc(Nc2nc(NCC3(CC4CC4)CCOCC3)nc3[nH]cnc23)cc1,<rdkit.Chem.rdchem.Mol object at 0x165906c00>,c1ccc(Nc2nc(NCC3(CC4CC4)CCOCC3)nc3nc[nH]c23)cc1,s_27____25810066____10803818,378.5,3.359163866666666,7,6,3,95,0.2545454545454545,<rdkit.Chem.rdchem.Mol object at 0x17529f140>,5.260151316381643
,CC1(C)OCC[C@H]1CCNc1nc(Nc2ccccc2)c2[nH]cnc2n1,<rdkit.Chem.rdchem.Mol object at 0x165906ce0>,CC1(C)OCCC1CCNc1nc(Nc2ccccc2)c2[nH]cnc2n1,s_27____25525022____10803818,352.4,2.9658841860000003,6,6,3,26,0.2545454545454545,<rdkit.Chem.rdchem.Mol object at 0x17529f220>,4.626324584538449
,OCCN1CCC(CNc2nc(Nc3ccccc3)c3[nH]cnc3n2)CC1,<rdkit.Chem.rdchem.Mol object at 0x165906dc0>,OCCN1CCC(CNc2nc(Nc3ccccc3)c3[nH]cnc3n2)CC1,s_27____3696208____10803818,367.5,1.6442505116666666,7,7,4,222,0.2545454545454545,<rdkit.Chem.rdchem.Mol object at 0x17529f290>,5.0491255494116185
,CO[C@@H](CNc1nc(Nc2ccccc2)c2[nH]cnc2n1)C1CC(C)(C)C1,<rdkit.Chem.rdchem.Mol object at 0x165906ea0>,COC(CNc1nc(Nc2ccccc2)c2[nH]cnc2n1)C1CC(C)(C)C1,s_27____25526016____10803818,366.5,3.671949364333333,7,6,3,231,0.2545454545454545,<rdkit.Chem.rdchem.Mol object at 0x17529f300>,5.045827843555987
,C[C@@H]1CC(CCNc2nc(Nc3ccccc3)c3[nH]cnc3n2)C[C@@H](C)O1,<rdkit.Chem.rdchem.Mol object at 0x165906f80>,CC1CC(CCNc2nc(Nc3ccccc3)c3[nH]cnc3n2)CC(C)O1,s_27____9876646____10803818,366.5,3.468497477333333,6,6,3,100,0.2545454545454545,<rdkit.Chem.rdchem.Mol object at 0x17529f3e0>,5.347949176714764
,c1ccc(Nc2nc(NC[C@H]3CC[C@@H]4CCC[C@@H]4O3)nc3[nH]cnc23)cc1,<rdkit.Chem.rdchem.Mol object at 0x165907060>,c1ccc(Nc2nc(NCC3CCC4CCCC4O3)nc3nc[nH]c23)cc1,s_27____25521070____10803818,364.5,3.550447684666667,5,6,3,200,0.2545454545454545,<rdkit.Chem.rdchem.Mol object at 0x17529f370>,4.922560708691673
,CC1(C)CCCO[C@@H]1CCNc1nc(Nc2ccccc2)c2[nH]cnc2n1,<rdkit.Chem.rdchem.Mol object at 0x1659071b0>,CC1(C)CCCOC1CCNc1nc(Nc2ccccc2)c2[nH]cnc2n1,s_27____15075560____10803818,366.5,3.5130367566666663,6,6,3,271,0.2545454545454545,<rdkit.Chem.rdchem.Mol object at 0x17529f450>,4.6693471908589
,CC(C)OCC(C)(C)CNc1nc(Nc2ccccc2)c2[nH]cnc2n1,<rdkit.Chem.rdchem.Mol object at 0x165907290>,CC(C)OCC(C)(C)CNc1nc(Nc2ccccc2)c2[nH]cnc2n1,s_27____25524740____10803818,354.5,3.604988000333333,8,6,3,20,0.2545454545454545,<rdkit.Chem.rdchem.Mol object at 0x17529f4c0>,4.769355804012114
,CC(C)(C)OCCCCNc1nc(Nc2ccccc2)c2[nH]cnc2n1,<rdkit.Chem.rdchem.Mol object at 0x165907370>,CC(C)(C)OCCCCNc1nc(Nc2ccccc2)c2[nH]cnc2n1,s_27____15773040____10803818,354.5,3.431252197333333,9,6,3,178,0.2545454545454545,<rdkit.Chem.rdchem.Mol object at 0x17529f530>,5.077339563275716
